0|iata_code|1|name_eng|2|city_rus|3|country_rus
TMZ|TMZ|Thames|Thames|||Новая Зеландия|Новая Зеландия
TNA|TNA|Jinan|Jinan|Цзинань|Цзинань|Китай|Китай
TNB|TNB|Tanah Grogot|Tanah Grogot|Танах-Гродот|Танах-Гродот|Индонезия|Индонезия
TNC|TNC|Tin City Afs|Tin City Afs|||США|США
TND|TND|Trinidad|Trinidad|Тринидад|Тринидад|Куба|Куба
TNE|TNE|Tanegashima|Tanegashima|Танегасима|Танегасима|Япония|Япония
TNF|TNF|Toussus-le-noble|Toussus-le-noble|||Франция|Франция
TNG|TNG|Boukhalef|Boukhalef|Танжер|Танжер|Марокко|Марокко
TNH|TNH|Tonghua Liuhe|Tonghua Liuhe|Тонхва|Тонхва|Китай|Китай
TNI|TNI|Satna|Satna|Сатна|Сатна|Индия|Индия
TNJ|TNJ|Kidjang|Kidjang|||Индонезия|Индонезия
TNK|TNK|Tununak|Tununak|||США|США
TNL|TNL|Ternopol|Ternopol|Тернополь|Тернополь|Украина|Украина
TNM|TNM|Teniente R. Marsh Martin|Teniente R. Marsh Martin|||Антарктида|Антарктида
TNN|TNN|Tainan|Tainan|Тайнань|Тайнань|Тайвань|Тайвань
TNO|TNO|Tamarindo|Tamarindo|Тамариндо|Тамариндо|Коста-Рика|Коста-Рика
TNP|TNP|Twentynine Palms|Twentynine Palms|||США|США
TNQ|TNQ|Teraina|Teraina|||Кирибати|Кирибати
TNR|TNR|Antananarivo|Antananarivo|||Мадагаскар|Мадагаскар
TNS|TNS|Tungsten|Tungsten|||Канада|Канада
TNT|TNT|Dade Collier|Dade Collier|Майами|Майами|США|США
TNU|TNU|Municipal|Municipal|Ньютон|Ньютон|США|США
TNV|TNV|Tabuaeran|Tabuaeran|||Кирибати|Кирибати
TNX|TNX|Stung Treng|Stung Treng|||Камбоджа|Камбоджа
TNZ|TNZ|Tosontsengel|Tosontsengel|||Монголия|Монголия
TOA|TOA|Torrance Airport|Torrance Airport|Торранс|Торранс|США|США
TOB|TOB|Tobruk|Tobruk|Тобрук|Тобрук|Ливия|Ливия
TOC|TOC|Toccoa|Toccoa|||Италия|Италия
TOD|TOD|Tioman|Tioman|Тиоман|Тиоман|Малайзия|Малайзия
TOE|TOE|Tozeur|Tozeur|Тозер|Тозер|Тунис|Тунис
TOF|TOF|Bogashevo|Bogashevo|Томск|Томск|Россия|Россия
TOG|TOG|Togiak Village|Togiak Village|||США|США
TOH|TOH|Torres Airstrip|Torres Airstrip|Торрес|Торрес|Венесуэла|Венесуэла
TOI|TOI|Municipal|Municipal|||Казахстан|Казахстан
TOJ|TOJ|Torrejon Afb|Torrejon Afb|Мадрид|Мадрид|Испания|Испания
TOK|TOK|Torokina|Torokina|Торокина|Торокина|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TOL|TOL|Toledo Express|Toledo Express|||США|США
TOM|TOM|Tombouctou|Tombouctou|Томбукту|Томбукту|Мали|Мали
TON|TON|Tonu|Tonu|Тону|Тону|Турция|Турция
TOO|TOO|San Vito|San Vito|||Италия|Италия
TOP|TOP|Philip Billard|Philip Billard|||США|США
TOQ|TOQ|Barriles|Barriles|Токопийа|Токопийа|Чили|Чили
TOR|TOR|Municipal|Municipal|||США|США
TOS|TOS|Tromso/langnes|Tromso/langnes|Тромсо|Тромсо|Норвегия|Норвегия
TOT|TOT|Coronie|Coronie|Тотнесс|Тотнесс|Суринам|Суринам
TOU|TOU|Touho|Touho|Туо|Туо|Новая Каледония|Новая Каледония
TOV|TOV|West End SPB|West End SPB|||Британские Виргинские острова|Британские Виргинские острова
TOW|TOW|Toledo|Toledo|Толедо|Толедо|Перу|Перу
TOX|TOX|Tobolsk|Tobolsk|Тобольск|Тобольск|Россия|Россия
TOY|TOY|Toyama|Toyama|Тояма|Тояма|Япония|Япония
TOZ|TOZ|Touba|Touba|||Кот д&#039;Ивуар|Кот д&#039;Ивуар
TPA|TPA|Tampa International|Tampa International|Тампа|Тампа|США|США
TPC|TPC|Tarapoa|Tarapoa|Тарапоа|Тарапоа|Эквадор|Эквадор
TPE|TPE|Taiwan Taoyuan International (Chiang Kai Shek International)|Taiwan Taoyuan International (Chiang Kai Shek International)|||Тайвань|Тайвань
TPG|TPG|Taiping|Taiping|Тайпинг|Тайпинг|Малайзия|Малайзия
TPH|TPH|Tonopah Arpt|Tonopah Arpt|Тонопа|Тонопа|США|США
TPI|TPI|Tapini|Tapini|Тапини|Тапини|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TPJ|TPJ|Taplejung Suketar|Taplejung Suketar|Тапледжунг|Тапледжунг|Непал|Непал
TPK|TPK|Tapaktuan|Tapaktuan|Тапактуан|Тапактуан|Индонезия|Индонезия
TPL|TPL|Draughon-miller Central Texas Regional|Draughon-miller Central Texas Regional|||США|США
TPN|TPN|Tiputini|Tiputini|Типутини|Типутини|Эквадор|Эквадор
TPO|TPO|Tanalian Point|Tanalian Point|||США|США
TPP|TPP|Tarapoto|Tarapoto|Тарапото|Тарапото|Перу|Перу
TPQ|TPQ|Tepic|Tepic|Тепик|Тепик|Мексика|Мексика
TPR|TPR|Tom Price|Tom Price|||Австралия|Австралия
TPS|TPS|Birgi|Birgi|Тапини|Тапини|Италия|Италия
TPT|TPT|Tapeta|Tapeta|Тапета|Тапета|Либерия|Либерия
TPU|TPU|Tikapur|Tikapur|Тикапур|Тикапур|Непал|Непал
TPX|TPX|Tupai|Tupai|||Французская Полинезия|Французская Полинезия
TQN|TQN|Taluqan|Taluqan|Талукан|Талукан|Афганистан|Афганистан
TQR|TQR|San Domino Island|San Domino Island|||Италия|Италия
TQS|TQS|Tres Esquinas|Tres Esquinas|Трес-Эскинас|Трес-Эскинас|Колумбия|Колумбия
TRA|TRA|Tarama|Tarama|Тарамажима|Тарамажима|Япония|Япония
TRB|TRB|Gonzalo|Gonzalo|Турбо|Турбо|Колумбия|Колумбия
TRC|TRC|Francisco Sarabia|Francisco Sarabia|Торреон|Торреон|Мексика|Мексика
TRD|TRD|Vaernes|Vaernes|Трондхайм|Трондхайм|Норвегия|Норвегия
TRE|TRE|Tiree|Tiree|||Великобритания|Великобритания
TRF|TRF|Sandefjord|Sandefjord|||Норвегия|Норвегия
TRG|TRG|Tauranga City|Tauranga City|Тауранга|Тауранга|Новая Зеландия|Новая Зеландия
TRH|TRH|Trona|Trona|||США|США
TRI|TRI|Tri-cities Regional|Tri-cities Regional|||США|США
TRJ|TRJ|Tarakbits|Tarakbits|Таракбиц|Таракбиц|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TRK|TRK|Juwata|Juwata|||Индонезия|Индонезия
TRL|TRL|Terrell Field|Terrell Field|||Австралия|Австралия
TRM|TRM|Thermal|Thermal|||США|США
TRN|TRN|Sandro Pertini (caselle)|Sandro Pertini (caselle)|Турин|Турин|Италия|Италия
TRO|TRO|Taree|Taree|Тари|Тари|Австралия|Австралия
TRP|TRP|Coast Guard Heliport|Coast Guard Heliport|||Греция|Греция
TRQ|TRQ|Tarauaca|Tarauaca|||Бразилия|Бразилия
TRR|TRR|China Bay|China Bay|Тринкомали|Тринкомали|Шри-Ланка|Шри-Ланка
TRS|TRS|Ronchi Dei Legionari|Ronchi Dei Legionari|Триест|Триест|Италия|Италия
TRT|TRT|Tremonton|Tremonton|||Бразилия|Бразилия
TRU|TRU|Trujillo|Trujillo|Трухилло|Трухилло|Перу|Перу
TRV|TRV|Thiruvananthapuram International|Thiruvananthapuram International|Тривандрум|Тривандрум|Индия|Индия
TRW|TRW|Bonriki|Bonriki|Тарава|Тарава|Кирибати|Кирибати
TRX|TRX|Memorial|Memorial|||Канада|Канада
TRY|TRY|Tororo|Tororo|Тороро|Тороро|Кения|Кения
TRZ|TRZ|Civil|Civil|Тиручирапалли|Тиручирапалли|Индия|Индия
TSA|TSA|Sung Shan|Sung Shan|||Тайвань|Тайвань
TSB|TSB|Tsumeb|Tsumeb|Тсумеб|Тсумеб|Намибия|Намибия
TSC|TSC|Taisha|Taisha|Таиша|Таиша|Эквадор|Эквадор
TSD|TSD|Tshipise|Tshipise|Тшиписе|Тшиписе|Демократическая республика Конго|Демократическая республика Конго
TSE|TSE|Astana|Astana|Астана|Астана|Казахстан|Казахстан
TSF|TSF|S. Angelo|S. Angelo|Тревисо|Тревисо|Италия|Италия
TSG|TSG|Intermediate|Intermediate|Танакросс|Танакросс|США|США
TSH|TSH|Tshikapa|Tshikapa|Тшикапа|Тшикапа|Демократическая республика Конго|Демократическая республика Конго
TSI|TSI|Tsili Tsili|Tsili Tsili|Цили-Цили|Цили-Цили|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TSJ|TSJ|Tsushima|Tsushima|Цусима|Цусима|Япония|Япония
TSK|TSK|Taskul|Taskul|Таскул|Таскул|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TSL|TSL|Tamuin|Tamuin|Тамуин|Тамуин|Мексика|Мексика
TSM|TSM|Taos|Taos|Таос|Таос|США|США
TSN|TSN|Tianjin Binhai International|Tianjin Binhai International|Тяньцзинь|Тяньцзинь|Китай|Китай
TSO|TSO|Tresco|Tresco|||Великобритания|Великобритания
TSP|TSP|Kern County|Kern County|||США|США
TSQ|TSQ|Torres|Torres|Торрес|Торрес|Венесуэла|Венесуэла
TSR|TSR|Timisoara (traian Vuia) International|Timisoara (traian Vuia) International|Тимисоара|Тимисоара|Румыния|Румыния
TSS|TSS|East 34th St Heliport|East 34th St Heliport|Нью-Йорк|Нью-Йорк|США|США
TST|TST|Trang|Trang|Транг|Транг|Таиланд|Таиланд
TSU|TSU|Tabiteuea South|Tabiteuea South|Табитуа-Сауз|Табитуа-Сауз|Кирибати|Кирибати
TSV|TSV|Townsville International|Townsville International|Таунсвилл|Таунсвилл|Австралия|Австралия
TSW|TSW|Tsewi|Tsewi|Цеви|Цеви|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TSX|TSX|Tanjung Santan|Tanjung Santan|||Индонезия|Индонезия
TSY|TSY|Tasikmalaya|Tasikmalaya|Тасикмалая|Тасикмалая|Индонезия|Индонезия
TSZ|TSZ|Tsetserleg|Tsetserleg|||Монголия|Монголия
TTA|TTA|Tan Tan|Tan Tan|Тан Тан|Тан Тан|Перу|Перу
TTB|TTB|Arbatax|Arbatax|||Италия|Италия
TTC|TTC|Taltal|Taltal|Талтал|Талтал|Чили|Чили
TTD|TTD|Troutdale|Troutdale|||США|США
TTE|TTE|Babullah|Babullah|Тернате|Тернате|Индонезия|Индонезия
TTG|TTG|Tartagal|Tartagal|Тартагал|Тартагал|Аргентина|Аргентина
TTH|TTH|Thumrait|Thumrait|Тумрайт|Тумрайт|Оман|Оман
TTI|TTI|Tetiaroa Is|Tetiaroa Is|||Французская Полинезия|Французская Полинезия
TTJ|TTJ|Tottori|Tottori|Тоттори|Тоттори|Япония|Япония
TTL|TTL|Turtle Island|Turtle Island|Тертл-Айленд|Тертл-Айленд|Фиджи|Фиджи
TTM|TTM|Tablon De Tamara|Tablon De Tamara|||Колумбия|Колумбия
TTN|TTN|Trenton Mercer Airport|Trenton Mercer Airport|||США|США
TTO|TTO|Municipal|Municipal|||США|США
TTQ|TTQ|Tortuquero|Tortuquero|Тортукеро|Тортукеро|Коста-Рика|Коста-Рика
TTR|TTR|Tana Toraja|Tana Toraja|Тана Торайа|Тана Торайа|Индонезия|Индонезия
TTS|TTS|Tsaratanana|Tsaratanana|Тсаратанана|Тсаратанана|Мадагаскар|Мадагаскар
TTT|TTT|Taitung|Taitung|Тайтунг|Тайтунг|Тайвань|Тайвань
TTU|TTU|Sania Ramel|Sania Ramel|||Марокко|Марокко
TUA|TUA|Tulcan|Tulcan|||Эквадор|Эквадор
TUB|TUB|Tubuai|Tubuai|||Французская Полинезия|Французская Полинезия
TUC|TUC|Benj Matienzo|Benj Matienzo|Тукуман|Тукуман|Аргентина|Аргентина
TUD|TUD|Tambacounda|Tambacounda|Тамбакунда|Тамбакунда|Сенегал|Сенегал
TUE|TUE|Tupile|Tupile|Тупиле|Тупиле|Панама|Панама
TUF|TUF|St Symphorien|St Symphorien|Турс|Турс|Франция|Франция
TUG|TUG|Tuguegarao|Tuguegarao|Тугуэгарао|Тугуэгарао|Филиппины|Филиппины
TUH|TUH|Arnold AFS|Arnold AFS|||США|США
TUI|TUI|Turaif|Turaif|Тураиф|Тураиф|Саудовская Аравия|Саудовская Аравия
TUJ|TUJ|Tum|Tum|Тум|Тум|Эфиопия|Эфиопия
TUK|TUK|Turbat|Turbat|Турбат|Турбат|Пакистан|Пакистан
TUL|TUL|Tulsa International|Tulsa International|Тулса|Тулса|США|США
TUM|TUM|Tumut|Tumut|||Австралия|Австралия
TUN|TUN|Carthage|Carthage|Тунис|Тунис|Тунис|Тунис
TUO|TUO|Taupo|Taupo|Таупо|Таупо|Новая Зеландия|Новая Зеландия
TUP|TUP|Lemons Municipal|Lemons Municipal|Тупело|Тупело|США|США
TUQ|TUQ|Tougan|Tougan|Туган|Туган|Буркина-Фасо|Буркина-Фасо
TUR|TUR|Tucurui|Tucurui|||Бразилия|Бразилия
TUS|TUS|Tucson International Airport|Tucson International Airport|||США|США
TUT|TUT|Tauta|Tauta|Таута|Таута|Папуа - Новая Гвинея|Папуа - Новая Гвинея
TUU|TUU|Tabuk|Tabuk|Табук|Табук|Саудовская Аравия|Саудовская Аравия
TUV|TUV|Tucupita|Tucupita|Тукупита|Тукупита|Венесуэла|Венесуэла
TUW|TUW|Tubala|Tubala|Тубала|Тубала|Индонезия|Индонезия
TUX|TUX|Tumbler Ridge|Tumbler Ridge|||Великобритания|Великобритания
TUY|TUY|Tulum|Tulum|Тулум|Тулум|Мексика|Мексика
TUZ|TUZ|Tucuma|Tucuma|Тукума|Тукума|Бразилия|Бразилия
TVA|TVA|Morafenobe|Morafenobe|Морафенобе|Морафенобе|Мадагаскар|Мадагаскар
TVC|TVC|Cherry Capital Airport|Cherry Capital Airport|город Траверсе|город Траверсе|США|США
TVF|TVF|Regional|Regional|||США|США
TVI|TVI|Municipal|Municipal|||США|США
TVL|TVL|South Lake Tahoe|South Lake Tahoe|Южное Озеро Тахо|Южное Озеро Тахо|США|США
TVU|TVU|Matei|Matei|Тавеуни|Тавеуни|Фиджи|Фиджи
TVY|TVY|Dawe|Dawe|||Мьянма|Мьянма
TWA|TWA|Twin Hills|Twin Hills|||США|США
TWB|TWB|Toowoomba|Toowoomba|||Австралия|Австралия
TWD|TWD|Port Townsend|Port Townsend|||США|США
TWE|TWE|Taylor|Taylor|Тейлор|Тейлор|США|США
TWF|TWF|Joslin Field - Magic Valley Regional|Joslin Field - Magic Valley Regional|||США|США
TWH|TWH|Two Harbors|Two Harbors|||США|США
TWN|TWN|Tewantin|Tewantin|||Австралия|Австралия
TWP|TWP|Torwood|Torwood|||Австралия|Австралия
TWT|TWT|Tawitawi|Tawitawi|||Филиппины|Филиппины
TWU|TWU|Tawau|Tawau|||Малайзия|Малайзия
TWY|TWY|Tawa|Tawa|||Польша|Польша
TWZ|TWZ|Pukaki/Twizel|Pukaki/Twizel|Маунт Кук|Маунт Кук|Новая Зеландия|Новая Зеландия
TXF|TXF|Teixeira de Freitas|Teixeira de Freitas|||Бразилия|Бразилия
TXG|TXG|Taichung|Taichung|Тайчунг|Тайчунг|Тайвань|Тайвань
TXK|TXK|Municipal|Municipal|||США|США
TXL|TXL|Berlin-tegel / Otto Lilienthal|Berlin-tegel / Otto Lilienthal|Берлин|Берлин|Германия|Германия
TXM|TXM|Teminabuan|Teminabuan|Теминабуан|Теминабуан|Индонезия|Индонезия
TXN|TXN|Tunxi|Tunxi|Тунси|Тунси|Китай|Китай
TXR|TXR|Tanbar|Tanbar|Танбар|Танбар|Австралия|Австралия
TXU|TXU|Tabou|Tabou|||Кот д&#039;Ивуар|Кот д&#039;Ивуар
TYA|TYA|Tula|Tula|Тула|Тула|Россия|Россия
TYB|TYB|Tibooburra|Tibooburra|||Австралия|Австралия
TYD|TYD|Tynda|Tynda|Тында|Тында|Россия|Россия
TYE|TYE|Tyonek|Tyonek|||США|США
TYF|TYF|Torsby Airport|Torsby Airport|||Швеция|Швеция
TYG|TYG|Thylungra|Thylungra|||Австралия|Австралия
